sentence1	sentence2	gold_label
Don't let up in fight against tax avoidance, Moscovici urges EU states VALLETTA, April 8 European Union states should continue reforming corporate rules to tackle tax avoidance, EU tax commissioner Pierre Moscovici told finance ministers on Saturday, as some smaller nations urged slower reform to avoid scaring away big corporations.	Large corporations might be scared away by quick reforms.	entailment
A low-pressure system located about 625 miles (1005 km) south of Bermuda in the Atlantic Ocean has a 90 percent chance of becoming a subtropical depression or storm in the next 48 hours, the U.S. National Hurricane Center (NHC) said in its latest advisory on Friday. The low is forecast to move northwestward and then northward during the next couple of days, the NHC said. (Reporting by Arpan Varghese in Bangalore Editing by W Simon)	The low pressure system is near the west coast of the United States	contradiction
How to build an animal shelter<br>Look for a site near a vet, or an easily accessible location. You don't want to build a shelter in an area that is difficult to find or get to. You may also need planning permission from the local council, if it is not already there.	this paragraph gives advice on how to build an animal shelter	entailment
How to diagnose copd<br>See your doctor. The best way to fight copd is to see your doctor before symptoms arise. This is because symptoms of copd often don't appear until significant lung damage has already occurred.	Seeing a doctor will not help with copd	contradiction
The Funny Movie<br>Arnie was watching a funny movie. He was drinking a soda as he watched the movie. One of the actors made a funny joke. Soda flew out of Arnie's nose. Arnie choked laughing at the movie.	Arnie had soda pop	entailment
"JinSoul (also known as Kim Lip & JinSoul) is the seventh single album from South Korean girl group Loona's pre-debut project. It was released digitally on June 26 and physically on June 28, 2017 by Blockberry Creative and distributed by CJ E&M. It officially introduces member JinSoul and contains two tracks, JinSoul's solo ""Singing in the Rain"" and a duet with Kim Lip called ""Love Letter""."	JinSoul was not available in store on the 27th.	entailment
Rockcastle County is a county located in the U.S. state of Kentucky. As of the 2010 census, the population was 17,056. Its county seat is Mt. Vernon. The county founded in 1810 and named for the Rockcastle River which runs through it. The river, in turn, is named for its majestic rock cliffs.	The county was founded in the 1800s.	entailment
How to optimize a press release<br>Decide the overall goal of the press release. This document should convince readers to do something, whether it is to go to your website, buy a ticket or read more. Pick your audience and brainstorm ways to make the story convincing to your target demographic.	The press release should be convincing to your particular audience.	entailment
How to optimize a press release<br>Decide the overall goal of the press release. This document should convince readers to do something, whether it is to go to your website, buy a ticket or read more. Pick your audience and brainstorm ways to make the story convincing to your target demographic.	A press release should have a particular goal.	entailment
How to prove age discrimination in hiring<br>Read up on federal law. Federal law prohibits discrimination in hiring on the basis of age when the applicant is 40 or older. The primary motive for refusing to hire someone must have been age.	It is okay with the law to reject 62 year olds because they are 23 years older than 39.	contradiction
How to write a proof of funds letter<br>Check the client's accounts. In most cases, if you are being asked to provide a proof of funds letter, then you are working as a lending officer or other senior personnel at a bank, credit union, or other financial institution. The first step, before you begin to write the letter, is to verify that the client does indeed have the requested funds.	In most cases, if you are being asked to provide a proof of funds letter, then you are working as a lending officer or other senior personnel at a bank, credit union, or other institution that has to do with money.	entailment
And we have got to again lead by example and help these other countries that are trying to straighten out their situations find the tools in order to do it. I just think, Jim, that this is an absolutely unique period in world history. The world has come together, as I said, they're looking to us.	The agent believes they can provide leadership.	entailment
The Duke and Duchess of Sussex have touched down in Sydney ahead of their first official trip to Australia as a couple. Prince Harry and Meghan will begin their official duties tomorrow with a visit to Sydney Harbour, Admiralty House, and Taronga Zoo. The tour coincides with the Invictus Games, the sporting event founded by Prince Harry which gives injured service personnel and veterans a chance to compete in a variety of sports. The event is expect to attract more than 100,000 people.	The Duke and Duchess of Sussex will go on a tour that coincides with the Invictus Games.	entailment
"How to breathe during labor<br>Start with two breaths to one "" blow. "" a basic slow breathing pattern is breathing in twice to every single time you breathe out. It's a quicker breathing pattern than how you breathe normally, about twice as fast as normal."	during labor you should breathe as fast as possible	contradiction
Andre the seal.<br>Kevin always enjoyed going to the beach and loved marine life. One day while collecting sea shells he found an injured baby seal. He took it home for shelter and cared for it and its wounds. Kevin named it Andre and kept him for a couple of days. Once Andre was better Kevin took him to a local aquarium.	Kevin the seal always enjoyed going to the beach and loved marine life.	contradiction
The Duke and Duchess of Sussex have touched down in Sydney ahead of their first official trip to Australia as a couple. Prince Harry and Meghan will begin their official duties tomorrow with a visit to Sydney Harbour, Admiralty House, and Taronga Zoo. The tour coincides with the Invictus Games, the sporting event founded by Prince Harry which gives injured service personnel and veterans a chance to compete in a variety of sports. The event is expect to attract more than 100,000 people.	Prince Harry found the Invictus Games	entailment
"Core Python Programming is a textbook on the Python programming language, written by Wesley J. Chun. The first edition of the book was released on December 14, 2000. The second edition was released several years later on September 18, 2006. ""Core Python Programming"" is targeted mainly at higher education students and IT professionals."	Core Python Programming is targeted for highschool students	contradiction
Andre the seal.<br>Kevin always enjoyed going to the beach and loved marine life. One day while collecting sea shells he found an injured baby seal. He took it home for shelter and cared for it and its wounds. Kevin named it Andre and kept him for a couple of days. Once Andre was better Kevin took him to a local aquarium.	Kevin was a baby.	contradiction
Ballet Lesson<br>It was Lane's first day in ballet. He had spent ages begging his parents to let him learn dance. Lane paid close attention and learned the first few positions. Lane had a great time. Lane's parents were gratified to see him enjoying himself.	Lane never wanted to learn ballet	contradiction
Hades (also sometimes referred to as Pluto or Hell) is a fictional character appearing in DC Comics publications and related media, commonly as an adversary and sometimes-ally of the super hero Wonder Woman. Based upon the Greek mythological figure of the same name, he is the Greek god of the dead and ruler of the underworld.	hades appears in comics and nothing else	contradiction
Thirdly, one of the reasons why there's still high cost in medicine is because this is -- they don't use any information technology. It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.	The speaker is not primarily talking about geography.	entailment
Hades (also sometimes referred to as Pluto or Hell) is a fictional character appearing in DC Comics publications and related media, commonly as an adversary and sometimes-ally of the super hero Wonder Woman. Based upon the Greek mythological figure of the same name, he is the Greek god of the dead and ruler of the underworld.	hades is a real person	contradiction
How to tell a viral from a bacterial infection<br>Track the length of your illness. In general, viral infections are milder than bacterial infections, but they tend to last longer. You will feel very sick for 1 to 3 days and then you will start to feel better, but some of your symptoms may linger.	Some bacterial infections can be milder than viral infections. 	entailment
How to build strength gradually<br>Choose the appropriate weight. When you're just starting out with exercise or you want to build your strength slowly, it's important to choose the appropriate weight. Too much or too little won't help you in the long-term.	Lifting with an inappropriate amount of weight right from the beginning will help you in the long run.	contradiction
I'm for working with the groups, not just with industry but also with the citizen groups and local communities to control sprawl in ways that the local communities themselves come up with. But I disagree that we don't know the cause of global warming.	The narrator is working with groups	entailment
Holes in the Wall<br>Kayla had gotten a poster from the store. She wanted to hang it in her room. Kayla used tacks to hang the poster on her wall. The tacks left holes in the wall. Kayla's parents were upset at the holes left by the tacks.	Kayla had gotten a poster from her mom's bedroom. 	contradiction
"Dunyvaig Castle, (Scottish Gaelic: ""Dùn Naomhaig"" , Anglicised ""Fort of the galleys"", also known as ""Dunnyveg"") is located on the south side of Islay, in Argyll, Scotland, on the shore of Lagavulin Bay, 4 km from Port Ellen. The castle was once a naval base of the Lord of the Isles, chiefs of Clan Donald. It was held by the chiefs of the Clan MacDonald of Dunnyveg."	Clan MacDonald has no chiefs.	contradiction
Happy Birthday<br>Heathers mom's birthday is today. Heather waited until the last minute. She waited so long to get something she almost forgot. Heather went to the store looking around. She decided to get a bouquet of flowers for her mother.	Heather gets her mother flowers for her birthday.	entailment
I think we need to have clean coal technologies. I propose $2 billion worth. By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to -- in Prudhoe Bay that your administration opened up for exploration in that pristine area.	The speaker is proposing more than $15 million in clean coal technologies.	entailment
I think we need to have clean coal technologies. I propose $2 billion worth. By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to -- in Prudhoe Bay that your administration opened up for exploration in that pristine area.	The speaker is proposing more than $1500 million in clean coal technologies.	entailment
The administration deserves credit for having made it work. It is important for NATO to have it work. It's important for NATO to be strong and confident and to help keep the peace in Europe. And one of the reasons I felt so strongly that the United States needed to participate was because of our relations with NATO, and NATO is going to be an important part of keeping the peace in the future.	It does not matter to NATO if it works or not	contradiction
I want to explore your understanding of what has actually taken place in this ninth-grade biology class that your daughter Alix is presently taking. Is it your understanding that Darwin's theory of evolution will be taught in this class pursuant to the Pennsylvania academic standards?	The daughter’s name is Alix	entailment
I want to explore your understanding of what has actually taken place in this ninth-grade biology class that your daughter Alix is presently taking. Is it your understanding that Darwin's theory of evolution will be taught in this class pursuant to the Pennsylvania academic standards?	It is possible for a 9th grader to take biology	entailment
Landing<br>The man took off in the airplane. He realized a motor was malfunctioning. He reported his situation. He was given approval to land ahead of schedule. He landed his plane safely.	The man landed without authorization. 	contradiction
How to feed a lory or lorikeet<br>Purchase pre-made nectar from a pet store. Nectar is the main source of food for lorikeets kept in captivity. Without nectar, your lorikeet will not thrive and could possibly die.	You can keep lorikeets in captivity	entailment
How to feed a lory or lorikeet<br>Purchase pre-made nectar from a pet store. Nectar is the main source of food for lorikeets kept in captivity. Without nectar, your lorikeet will not thrive and could possibly die.	A company makes pre-made nectar	entailment
The 1907 Washington football team was an American football team that represented the University of Washington during the 1907 college football season. In its second season under coach Victor M. Place, the team compiled a 4–4–2 record and outscored its opponents by a combined total of 96 to 48. Enoch Bagshaw was the team captain.	the team played at least two seasons	entailment
Mazda is recalling around 174,000 cars because they have faulty seats. The recall is tied to the Mazda 2 Subcompact made in 2011, along with the Mazda 3 and Mazda Speed 3 compacts from 2010 and 2011. The problem? Seat height adjustment links can break or detach from the seat frame, making the vehicles hard to drive. The recall is expected to begin March 31.	Mazda Speed 3 compacts are affected.	entailment
How to reduce your utility bills<br>Make sure that you turn the lights off whenever you leave the room. If there is no one in the room, there is no point in lighting it up and all you are really doing is wasting both electricity and money. You can buy timers if you are worried about burglars and other things but make sure that you do not leave unnecessary lights on.	Lights should be on if there is no one in the room to reduce bills.	contradiction
Petuvirus is a genus of viruses, in the family Caulimoviridae. Plants serve as natural hosts. There is currently only one species in this genus: the type species Petunia vein clearing virus. Diseases associated with this genus include: plants: chlorotic vein clearing, leaf malformation.	There's multiple species of the petuvirus.	contradiction
The Award<br>Kelsey was at a local community benefit. She was clapping for some people being honored for humanitarianism. Suddenly she was surprised to hear her name called. She learned that her award was for excellent teaching skills. She proudly accepted it and thanked everyone.	Kelsey knew that she would be getting an award at the banquet that is why she was in attendance.	contradiction
In mathematics, a quadratic algebra is a filtered algebra generated by degree one elements, with defining relations of degree 2. It was pointed out by Yuri Manin that such algebras play an important role in the theory of quantum groups. The most important class of graded quadratic algebras is Koszul algebras.	In mathematics, a quantum algebra is a filtered algebra generated by degree one elements, with defining relations of degree 2.	contradiction
Argument<br>Ben stood his ground. He wouldn't let Fred win the argument this time. Fred started talking, but Ben interrupted him right away. Ben stated his case in a few short sentences. And for the first time, Fred conceded defeat.	Ben has been defeated by Fred in previous arguments. 	entailment
105mm Gun T8 was an anti-tank gun developed in the United States in mid-1940s. This gun's design was influenced by German 88 mm Pak 43/41 anti-tank guns captured by the U.S. Army in France. The development started in October 1944; the gun reached trials in February 1946. Soon afterwards the project was cancelled.	The 105mm Gun T8 never saw action in WWII.	entailment
Priscilla J. Smith is an American attorney known for her activism in the reproductive rights movement. She is currently employed as a Senior Fellow by The Yale Law School and was previously an attorney with the law firm Center For Reproductive Law & Policy (now renamed the Center for Reproductive Rights).	Priscilla J. Smith is a American attorney known for her activism in the reproductive rights movement	entailment
105mm Gun T8 was an anti-tank gun developed in the United States in mid-1940s. This gun's design was influenced by German 88 mm Pak 43/41 anti-tank guns captured by the U.S. Army in France. The development started in October 1944; the gun reached trials in February 1946. Soon afterwards the project was cancelled.	The 105mm Gun T8 wasm	entailment
Horne has been charged with felony breaking, entering and larceny, possession of burglary tools and possession of drug paraphernalia and Fox was charged with obtaining property by false pretenses, felony possession of a schedule II controlled substance and possession of drug paraphernalia other than marijuana. Both men were placed in custody.	"Fox's partner in crime was placed in custody for position of a schedule II controlled substance
"	contradiction
I think credibility is going to be very important in the future in the Middle East. I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel. Secondly, that I think it's important to reach out to moderate Arab nations, like Jordan and Egypt, Saudi Arabia and Kuwait.	At the time of saying this, the speaker was not the president.	entailment
Half Moon Street is a 1986 British-American erotic thriller film about an American woman working at a British escort service who becomes involved in the political intrigues surrounding one of her clients. The film was directed by Bob Swaim, and stars Sigourney Weaver, Michael Caine, and Patrick Kavanagh.	Half Moon Street is about a British woman who becomes involved in the political intrigues surrounding one of her clients.	contradiction
"Indonesia occupies little bandwidth in global popular music, but among fans of a revitalized breed of fusion musicians, Dewa Budjana is recognized. On his 11th solo album, the guitarist leaps easily between registers, jumping from the sonic frills of fusion jazz to the harsh roar of grunge. And that's only on ""Crowded,"" Mahandini's opening track. Much of the album sounds descended from the Steve Howe wing of '70s prog. Mahandini has many guest spots, including vocals by John Frusciante of Red Hot Chili Peppers and Soimah Pancawati, a pop and movie star in Indonesia."	The album doesn't sound anything like it is from steve howe.	contradiction
How to make candy holly<br>Microwave the candy melts for 1 minute and stir. Candy melts are sugar-based candies that are designed to be melted and formed into decorative shapes. To begin making the candy holly from candy melts, open the package of green candy melts and place them in a microwavable bowl.	Green candy melts are required to make candy holly.	entailment
Well, it may provide additional incentives for the patentee to exploit and promote and disseminate that particular work. With respect to creative works like works of art, books and that sort of thing, it 20 patentee, that there was a bargain in effect between the inventor and the Government that at a certain period of time it would become part of the public domain. It seems to me it's inconsistent with that.	It seems consistent to the narrator	contradiction
Measure<br>John wanted to know how dogs could find electronic devices. He set up a test to measure the chemicals off-gassed by plastic. John used a sensitive device that could detect odors. He found plastic devices gave off a certain chemical as they decayed. John published his research in an esteemed science journal.	John wanted to know how dogs could find electronic devices. He set up a test to measure the chemicals off-gassed by plastic. John used a sensitive device that could detect odors. He found plastic devices gave off a certain noise as they decayed. John published his research in an esteemed science journal.	contradiction
"London Calling is the third studio album by English punk rock band the Clash. It was released as a double album in the United Kingdom on 14 December 1979 by Columbia Records, and in the United States in January 1980 by Epic Records. ""London Calling"" is an album that incorporates a range of styles, including punk, reggae, rockabilly, ska, New Orleans R&B, pop, lounge jazz, and hard rock."	London Calling is the third studio album by french punk rock band the Clash.	contradiction
Harvest is an unincorporated community and census-designated place (CDP) in the northwestern part of Madison County, Alabama, United States, and is included in the Huntsville-Decatur Combined Statistical Area. As of the 2010 census, the population of the community is 5,281.	the population was less than 35,000	entailment
LONDON, July 28 (Reuters) - Italy's Elio Verde beat Peru's Juan Postigos in the Olympic men's Judo 60kg last 64 at the 2012 London Games on Saturday. Verde won 0100-0001 at ExCeL in London to reach the next round. Results Table Elio Verde (Italy) beat Juan Postigos (Peru) 0100-0001 Kenny Alexander Godoy Godoy (Honduras) beat Zakari Gourouza (Niger) Betkil Shukvani (Georgia) beat Arnie Dickens (Australia) 0103-0000 Ludwig Paischer (Austria) beat Jacob Nel Gnahoui (Benin) 0100-0000	The 2012 London Games was on Friday. 	contradiction
How to cure astigmatism<br>Speak to your optometrist about getting eyeglasses. Eyeglasses are a good option for correcting astigmatism. They help to correct the irregular curve of your cornea and allow your retina to focus properly.	Eyeglasses will help address the issue	entailment
This page is a list of heirs to the throne of Luxembourg. The list includes all individuals who were considered to inherit the throne of Luxembourg, either as heir apparent or as heir presumptive, since the constitution of the Grand Duchy of Luxembourg on 15 March 1815. Those who actually succeeded as Grand Duke or Grand Duchess of Luxembourg are shown in bold.	Grand Duchy was a royal title in Grand Duchy	entailment
Oct 08 (Reuters) - Perpetual Corporate Trust Limited & Impetus Funding Trust No. 1 Repo Series No. 1 * Moody’s assigns following definitive long-term rating to notes issued by Perpetual Corporate Trust Limited in its capacity as trustee of the Impetus Funding Trust No. 1 Repo Series No. 1 (Trust). The complete rating action is as follows: -- AUD 138.9 million of Class A Notes, rated Aaa (sf) The AUD 11.2 million Class B Notes are not rated.	The Class B Notes total 11.2 million.	entailment
Oct 08 (Reuters) - Perpetual Corporate Trust Limited & Impetus Funding Trust No. 1 Repo Series No. 1 * Moody’s assigns following definitive long-term rating to notes issued by Perpetual Corporate Trust Limited in its capacity as trustee of the Impetus Funding Trust No. 1 Repo Series No. 1 (Trust). The complete rating action is as follows: -- AUD 138.9 million of Class A Notes, rated Aaa (sf) The AUD 11.2 million Class B Notes are not rated.	The notes were issued by Perpetual Corporate Trust Limited.	entailment
How to feed newborn kittens commercial milk replacer<br>Test the kitten's temperature. It can be dangerous for a kitten to be fed cold milk when it is already cold. Feel the pads of the kitten's feet and place your finger in the kitten's mouth.	kitten's can't drink cold milk ever	contradiction
Half Moon Street is a 1986 British-American erotic thriller film about an American woman working at a British escort service who becomes involved in the political intrigues surrounding one of her clients. The film was directed by Bob Swaim, and stars Sigourney Weaver, Michael Caine, and Patrick Kavanagh.	Half Moon Street is a 1986 British-American erotic thriller set in Australia	contradiction
The statement that the school district developed to be read as part of the biology class, is it your understanding that the statement that was drafted in January, 2005, or for use in January, 2005, was modified in June of 2005? Are you aware of that?	The school district wants to get rid of biology.	contradiction
Design<br>Tim and Alice were getting married. They bought a brand new home. They hired an interior decorator. They loved the work the designer did. They were very happy with their new home.	The interior decorator never met Tim and Alice.	contradiction
MOSCOW (Reuters) - Russia’s foreign ministry said on Friday it had the impression that the United States wanted to stay in Syria despite the announced withdrawal of U.S. troops, RIA news agency reported. U.S. President Donald Trump last month unexpectedly announced a U.S. troop withdrawal from Syria.	The RIA had info that the US wanted to remain in Syria	entailment
NEW YORK, Aug 14 (Reuters) - U.S. stocks fell on Wednesday as investors speculated when the Federal Reserve might curb its stimulus measures. Based on the latest available data, rhe Dow Jones industrial average was down 113.73 points, or 0.74 percent, at 15,337.28. The Standard & Poor’s 500 Index was down 8.82 points, or 0.52 percent, at 1,685.34. The Nasdaq Composite Index was down 15.17 points, or 0.41 percent, at 3,669.27.	the Federal Reserve might curb its stimulus measures which caused the stocks to go down	entailment
I think credibility is going to be very important in the future in the Middle East. I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel. Secondly, that I think it's important to reach out to moderate Arab nations, like Jordan and Egypt, Saudi Arabia and Kuwait.	The narrator does not like Israel	contradiction
"NEW YORK (AP) -- Matt Lauer returned to the ""Today"" show with his arm in a sling — only to see his colleagues joke about his accident by donning deer antlers. Lauer flipped over his bike last weekend after colliding with a deer. He had surgery for a separated shoulder and missed three days of work. He says he came armed to Thursday's show with extra meds to deal with the jokes. He gave as good as he got, though — saying a backstage director with antlers had just tried to bum pain medication off him."	He gave not as good as he got, though — saying a backstage director with antlers had just tried to bum pain medication off him.	contradiction
No, absolutely not. I don't object to Pandas being in the library, just like I don't object to, you know, any of the other books being in the library, as long as -- as long as it's the appropriate level and -- you know, I mean, there is a censorship process that goes into putting books in the library. So, I mean, as long as it has gone through that process and it's approved to be there, I don't have a problem with it being there.	Pandas are in the library.  	entailment
"Avid DNxHR, which stands for ""Digital Nonlinear Extensible High Resolution"", is a lossy UHDTV post-production codec engineered for multi-generation compositing with reduced storage and bandwidth requirements. The codec was specifically developed for resolutions considered above FHD/1080p, including 2K, 4K and 8K resolution. DNxHD will continue to be used for HD resolutions."	"Avid DNxHR, which stands for ""Digital Nonlinear Extensible High Resolution"", is a lossy HDTV post-production codec engineered for multi-generation compositing with reduced storage and bandwidth requirements"	contradiction
"Avid DNxHR, which stands for ""Digital Nonlinear Extensible High Resolution"", is a lossy UHDTV post-production codec engineered for multi-generation compositing with reduced storage and bandwidth requirements. The codec was specifically developed for resolutions considered above FHD/1080p, including 2K, 4K and 8K resolution. DNxHD will continue to be used for HD resolutions."	"Avid DNxHR, which stands for ""Digital Nonlinear Extensible High Resolution"", is a lossy UHDTV post-production codec engineered for multi-generation compositing with increased storage and bandwidth requirements"	contradiction
How to include your cat in a disaster preparedness plan<br>Make a plan. Think about what you will need to do and where you will need to go if you have to leave your home for any reason. Create a chain of command where one person is in charge of getting the cat, but others will be sure to check in case the appointed person is unable to complete the task.	do not make a plan for your cat.	contradiction
"""This newsletter has been produced to help explain the changes in the biology curriculum. Unfortunately, a great deal of misinformation has been spread regarding this policy. We hope this publication will help those interested better understand the substance of the policy while eliminating any misconceptions some may have about the curriculum change. We sincerely appreciate your understanding on this matter."""	This newsletter was written by a business to explain their biology product lines.	contradiction
Lamont Jody Hawkins (born October 11, 1970), better known as U-God (short for Universal God), is an American rapper and member of the hip hop collective, Wu-Tang Clan. He has been with the group since its inception, and is known for having a deep, rhythmic flow that can alternate between being gruff or smooth.	Wu-Tang Clan is also termed U-God, which is short for Universal God.	contradiction
"""This newsletter has been produced to help explain the changes in the biology curriculum. Unfortunately, a great deal of misinformation has been spread regarding this policy. We hope this publication will help those interested better understand the substance of the policy while eliminating any misconceptions some may have about the curriculum change. We sincerely appreciate your understanding on this matter."""	The curriculum change inspired little controversy.	contradiction
That's a place where we can use our generosity to influence in a positive way, influence nations. I believe we ought to have foreign aid, but I don't think we ought to just have foreign aid for the sake of foreign aid. I think foreign aid needs to be used to encourage markets and reform.	I believe we dont ought to have foreign aid, but I don't think we ought to just have foreign aid for the sake of foreign aid	contradiction
How to register as a native american<br>Retain copies of your parents' or families' tribal records. This is the best way to find out the tribe and the connection you have to a native american tribe. You will be able to use copies of these records to prove you are a descendant of a tribe member, and possibly to prove your blood quantum.	getting tribal records is pointless	contradiction
The American Time Use Survey asks people what they do during the day. Activities are split into categories. One of those is sports and leisure, which is further broken down into more specific things like biking and basketball. Henrik Lindberg charted the relative peak times for these subcategories using overlaid area charts. Fun. Lindberg made it in R, and you can grab the data and code here.	Henrik Lindberg is involved with the american time use survey	entailment
How to register as a native american<br>Retain copies of your parents' or families' tribal records. This is the best way to find out the tribe and the connection you have to a native american tribe. You will be able to use copies of these records to prove you are a descendant of a tribe member, and possibly to prove your blood quantum.	native americans don't have parents	contradiction
Terry gets dumped<br>Terry is dating a model. Terry is loving life. One day Terry gets a call. His girlfriend tells him he isn't good enough for her. Terry gets dumped by the model.	terry has never loved his life	contradiction
"Gathering Mercury is the eleventh studio album by Colin Hay, released on May 9, 2011, on Compass Records. Regarding the album's thematic content, Hay said, ""I think it’s about life and loss and the injustice of the way the universe is set up; how we lose people we love."""	Colin Hay released his first studio album on May 9th, 2011.	contradiction
I didn't say this strictly in the opinion, perhaps, but my opinion was not meant to allow the testimony of the reporters to go in any way, in particular, outside the four corners of the affidavits rendered by the reporters. I can't say that to the word, and that's why the opinions were crafted the way that they were. The Court has to have some discretion on the questioning.	One reporter filed an affidavit.	contradiction
"Here we go! What's coming down the pike for information technology in 2017 and beyond? As part of our Tech Forecast 2017 survey of 196 senior technology professionals, we asked respondents to name their ""boldest, most out-on-a-limb prediction for IT in the next five years."" Read on for a selection of their responses (hint: bots, self-driving cars and 25-petabyte SSDs are all in the mix). And don't miss our free download: Complete results of the Tech Forecast survey."	The survey was taken in 2018	contradiction
How to use aromatherapy for fatigue<br>Boil water. This method of using aromatherapy involves dropping a few drops into very hot water and then inhaling the steam, which will be infused with the essential oil. [substeps] You don't need to boil a giant pot of water.	This method of using aromatherapy involves dropping a few drops into very hot water and then inhaling the outdoor air	contradiction
The Alameda County Sheriff's office has confirmed an AMBER ALERT is over after a missing child and his father were found safe at a hotel in Dublin.Modesto police say John Cosso forced his way into his estranged girlfriend's home yesterday and took his son named Jayce Cosso. John has tattoos on his face.Late last night police revealed they were also looking for this woman, Renee Quijada as a person of interest in the abduction. But again, investigators say the AMBER ALERT has been called off.The father has been detained and son is with Dublin Police.	The Alameda County Sheriff's office has confirmed an AMBER ALERT is over after a girl and her father were found safe at a hotel.	contradiction
Dog walker job<br>Alicia wanted to be a dog walker. She needed a job after school. So she applied with a local family. They decided to hire her. So Alicia was very happy she got the job.	Alicia had a violent dislike for dogs.	contradiction
"NEW YORK (AP) -- Matt Lauer returned to the ""Today"" show with his arm in a sling — only to see his colleagues joke about his accident by donning deer antlers. Lauer flipped over his bike last weekend after colliding with a deer. He had surgery for a separated shoulder and missed three days of work. He says he came armed to Thursday's show with extra meds to deal with the jokes. He gave as good as he got, though — saying a backstage director with antlers had just tried to bum pain medication off him."	Lauer came to work days after flipping over his bike.	entailment
How to select and store artichokes<br>Test the artichoke's weight. A healthy, fresh artichoke should feel firm and heavy for its size. Lift the artichoke from the pile, and test its weight.	artichoke normally feel firm when they are fresh. 	entailment
The 1972–73 California Golden Seals season was the California Golden Seals' sixth season in the NHL. The Seals were hit particularly hard by defections to the new World Hockey Association, dropping 12 points from the previous year and returning to the basement of the West Division. The Seals had the worst record in the National Hockey League with a 13–55–10 record.	The Seals had just 3 more wins than ties.	entailment
How to rip content protected cds without using the bundled software<br>You need to disable autorun. Do this by running regedit. Exe (press start, run, type regedit, press enter). In the registry editor, navigate to hkey _ local _ machine \ system \ currentcontrolset \ services \ cdrom.	Do this by running  by running the windows. 	contradiction
Alabama's Tua Tagovailoa throwing a week after breaking finger The Alabama quarterback battle had to be put on pause for a bit after sophomore Tua Tagovailoa suffered an injury to a finger on his throwing hand. But he was back on the field and throwing again on Tuesday, one week after his injury. Tagovailoa’s father, Galu, told KHON-TV in Honolulu on Thursday that the injury was a broken index finger. Alabama coach Nick Saban told reporters including AL.com’s Matt Zenitz on Tuesday that he’s pleased with the progress that Tagovailoa has made since suffering the injury.	Nick Saban is the coach of Tua Tagovailoa	entailment
"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years. So I want to proceed carefully to cover more people."	The budget plan needs to be carefully planned to cover more people.	entailment
1999<br>In 1999, I met Jason via an online chat forum. We got along ok, but I really only wanted an escape. When he came to pick me up, I went with him sight unseen. I moved to oklahoma with him. We ended up getting married unnecessarily.	After meeting Jason online, I married him and moved to oklahoma with him	entailment
Happy Birthday<br>Heathers mom's birthday is today. Heather waited until the last minute. She waited so long to get something she almost forgot. Heather went to the store looking around. She decided to get a bouquet of flowers for her mother.	Heather didn't buy her mom anything for her birthday.	contradiction
Yes. I remember comments about our country being founded on Christianity and not needing to teach the faiths of other people. And I remember talking to my husband about that in the car ride home, as well, because we're both teachers and I was -- when I hear things like that, I immediately think of my students, and I was thinking about the diverse group of students that I have in my classroom, who all have different religious viewpoints, and how difficult that would be to tell one student that, you know, we can't express your belief, but we can express that person's belief in the classroom.	She thinks it is important to express a diverse range of beliefs in the classroom.	entailment
1st world problems<br>Georgia was from rich background. Her friends always told her she was posh sounding. Despite having a posh accent, Georgia didn't have a lot of money. Her parents had invested all their cash into assets. Her family was asset rich but cash poor.	georgia loved to shop and buy tons of expensive things	contradiction
The administration deserves credit for having made it work. It is important for NATO to have it work. It's important for NATO to be strong and confident and to help keep the peace in Europe. And one of the reasons I felt so strongly that the United States needed to participate was because of our relations with NATO, and NATO is going to be an important part of keeping the peace in the future.	NATO plays an important part in peaceful relations.	entailment
"CLEVELAND, Ohio -- cleveland.com readers can comment below on crime and court stories appearing on the website on Thursday, April 19, 2018. We believe in the importance of providing a safe place for members of our community to express their opinions. As in all communities, there are rules. We don't tolerate ""obscene, indecent, hateful, offensive, defamatory, abusive, harassing or profane material."" We don't allow personal attacks, and bigotry in all its forms is unacceptable. Simply put, we ask for courtesy. Here are our standards for commenting. For more crime news, go to cleveland.com/crime"	CLEVELAND, Illinois -- cleveland.com readers can comment below on crime and court stories appearing on the website	contradiction
And let me say again, Detroit is rearing to go on that. We differ on the Arctic National Wildlife Refuge, as I have said. We differ on whether or not pollution controls ought to be voluntary. I don't think you can -- I don't think you can get results that way.	I will not tell you whether Detroit is ready to go. 	contradiction
Ratnasimha (IAST: Ratna-Siṃha, r. c. 1302-1303 CE) was a ruler of the Medapata (Mewar) kingdom in present-day Rajasthan, India. He belonged to the Rawal branch of the Guhila dynasty, which ruled from the Chitrakuta fort (modern Chittorgarh). The last ruler of this branch, he was defeated by Alauddin Khalji in 1303 CE.	the Guhila dynasty had a rawal branch	entailment
