sentence1	sentence2	gold_label
The 1999 IAAF Grand Prix Final was the fifteenth edition of the season-ending competition for the IAAF Grand Prix track and field circuit, organised by the International Association of Athletics Federations. It was held on 11 September at the Olympic Stadium in Munich, Germany.	The IAFF Grand Prix Final in 1999 was held in Munich, Germany at the Olympic Stadium, and the track and field circuits season ending competition was coming to a close that day, a year still away from the sixteenth edition on that 11 September day.	entailment
RBG Resources was a British public-limited firm based in London that was allegedly involved in a serious fraud worth close to £300 million (US$600 million). RBG Resources made $1.1 billion in sales in 2000. It was an affiliate of the United States based Allied Deals Inc., which was also involved in the fraud, and resulted in 14 people convicted or pleading guilty to related crimes.	RBG Resources shut down due to its involvement in fraud.	neutral
The 2011 Atlantic Sun Conference Baseball Tournament was held at Ken Dugan Field at Stephen Lee Marsh Stadium on the campus of Lipscomb University in Nashville, TN from May 25 through 28. Belmont won its first tournament championship to earn the Atlantic Sun Conference's automatic bid to the 2011 NCAA Division I Baseball Tournament.	It was a warm day when Belmont won its first tournament championship in 2011.	neutral
Princess Ragnhild Coast is the portion of the coast of Queen Maud Land in Antarctica lying between 20° E and the Riiser-Larsen Peninsula, at 34° E. All but the eastern end of the coast is fringed by ice shelves. It was discovered by Capt. Hjalmar Riiser-Larsen and Capt. Nils Larsen in aerial flights from the ship Norvegia on February 16, 1931, and named for Princess Ragnhild of Norway.	Princess Ragnhild Coast is a person.	contradiction
Art History is a 2011 American drama film directed by Joe Swanberg, written by Swanberg, Josephine Decker, and Kent Osborne. It stars Decker, Swanberg, Osborne, Adam Wingard, and Kris Swanberg as filmmakers whose lives are complicated by a graphic sex scene in an arthouse film.	Art History was directed and co-written by the same person.	entailment
"Innyaly (Russian: Иннялы ) is a rural locality (a ""selo"") in Tolonsky Rural Okrug of Lensky District in the Sakha Republic, Russia, located 336 km from Lensk, the administrative center of the district and 30 km from Tolon, the administrative center of the rural okrug. Its population as of the 2002 Census was 169."	Innyaly is an urban locality in Russia.	contradiction
The Phoenix Police Department is the law enforcement agency responsible for the city of Phoenix, Arizona. Today , the Phoenix Police Department comprises more than 2,900 officers and more than 1,000 support personnel. The department serves a population of more than 1.6 million and patrol almost 516 sqmi of the sixth largest city in the United States.	Phoenix is a lawless city.	contradiction
Patricia Donoho Hughes (August 18, 1930 – January 20, 2010) was a First Lady of Maryland, married to former Maryland Governor Harry Hughes. She was educated at Sorbonne (1949) and Bryn Mawr College (1951) before getting married on June 30, 1951. She later continued her education at the University of Delaware (1966). Mrs. Hughes was a teacher and educator by profession.	Patricia Donoho Hughes was never first in anything.	contradiction
The Kingfisher Ultra Indian Derby, or simply the Indian Derby, is an Indian annual Thoroughbred horse race. It is a 2,400-metre race held on the first Sunday of February on the Mahalaxmi Racecourse in Mumbai and is one of the premier sporting activities in the city.	The Kingfisher Ultra Indian Derby has a shorter name.	entailment
"""Oh My"" is a song by American hip hop artist DJ Drama, released on May 13, 2011, as the lead single from his third studio album ""Third Power"". The song was produced by frequent collaborator Drumma Boy and features rappers Fabolous, Roscoe Dash and Wiz Khalifa. The song peaked at #18 on the ""Billboard"" and #12 on the Top R&B/Hip-Hop Songs, making it the most successful song for DJ Drama to date."	"Most people have not heard the song ""Oh My"" by DJ Drama."	neutral
The Old Time Gospel Hour Quartet was a Southern Gospel Quartet that was formed by Jerry Falwell (not a member) at Thomas Road Baptist Church in 2000. The group performed weekly on The Old Time Gospel Hour TV program that Falwell hosted, in addition to having a small travel schedule. In addition to selling their merchandise at concerts, they also recruited students for Liberty University.	Falwell was a member of The Old Time Gospel Hour Quartet.	contradiction
The 1982 Nebraska vs. Penn State football game was an NCAA college football game held on September 25, 1982, during the 1982 NCAA Division I-A football season at Beaver Stadium in State College, Pennsylvania, between the then-#2 Nebraska Cornhuskers (coached by Tom Osborne) and then-#8 Penn State Nittany Lions (coached by Joe Paterno).	Joe Paterno coached against a top  team in 1982	entailment
"Flatbush Avenue is a major avenue in the New York City Borough of Brooklyn. It runs from the Manhattan Bridge south-southeastward to Jamaica Bay, where it joins the Marine Parkway–Gil Hodges Memorial Bridge, which connects Brooklyn to the Rockaway Peninsula in Queens. The north end was extended to the Manhattan Bridge as ""Flatbush Avenue Extension."""	Flatbush Avenue is a major avenue in the Brooklyn, NY area.	entailment
The Golden Fetter is a 1917 American romance silent film directed by Edward LeSaint and written by Charles Tenney Jackson and Charles Maigne. The film stars Wallace Reid, Anita King, Tully Marshall, Guy Oliver, Walter Long and Mrs. Lewis McCord. The film was released on January 25, 1917, by Paramount Pictures.	The Golden Fetter made women swoon.	neutral
"Todd Strauss-Schulson (born June 24, 1980) is an American film director, screenwriter, producer, editor, and cinematographer, best known for directing the 2011 comedy film ""A Very Harold & Kumar 3D Christmas"", and the 2015 horror comedy film ""The Final Girls"". He has also directed episodes of the television series ""The Inbetweeners"" (2012) and ""Zach Stone Is Gonna Be Famous"" (2013)."	Todd Strauss-Schulson is scared of the dark./	neutral
Nuestra Belleza Nuevo León 2007, was held at Las Lomas Eventos in Monterrey, Nuevo León on July 25, 2007. At the conclusion of the final night of competition, Anagabriela Espinoza of San Pedro Garza García was crowned the winner. Espinoza was crowned by outgoing Nuestra Belleza Nuevo León titleholder, Mariana Lombard. Eight contestants competed for the state title.	Nuestra Belleza Nuevo León 2007 was held in August	contradiction
The Arkansas Mountain AVA is an American Viticultural Area located in the Ozark Mountains of northwestern Arkansas. It is part of the larger Ozark Mountain AVA, which also includes regions in Missouri and Oklahoma. The smaller Altus AVA is entirely contained within the Arkansas Mountain AVA. The Arkansas Mountain AVA includes 2880000 acre , making it the ninth largest AVA as of 2008.	The Arkansas Mountain AVA is located in the Ozark Mountains	entailment
Alexander Golovin (born 26 March 1983) is a Russian professional ice hockey winger, born in Kazakh SSR, who currently plays for HC Sakhalin in the Asia League Ice Hockey (AL). He was selected by the Chicago Blackhawks in the 6th round (174th overall) of the 2001 NHL Entry Draft. He is the current franchise scoring leader for Metallurg Novokuznetsk in the Kontinental Hockey League (KHL).	Alexander Golovin has played hockey in over 20 countries.	neutral
The Cuban Embassy in Washington, DC, is the diplomatic mission of Cuba to the United States of America. It is located at 2630 16th Street Northwest, Washington, D.C., in the Adams Morgan neighborhood. The building was originally constructed in 1917 as the Cuban embassy, and served in that capacity until the United States severed relations with Cuba in 1961.	The Cuban Embassy in Washington, DC was originally planned to be built in a different state.	neutral
The José Celestino Mutis botanical garden is Colombia's biggest botanical garden. It serves both as a recreation and research center with an emphasis on Andean and Páramo ecosystems. The garden is located in Bogotá and features plants from every Colombian altitude, climate and region. It was founded in 1955, in honor of botanist and astronomer Jose Celestino Mutis.	Jose Celestino Mutis lived in Bogota	neutral
Marcellite Wall (née Garner; July 3, 1910 – July 26, 1993) was an American artist and voice actress. She is most remembered as the first regular voice of Minnie Mouse during her time working at Walt Disney Productions and has been partially credited with defining Minnie's personality.	Artist and voice actress Marcellite Wall was the second regular voice of Minnie Mouse.	contradiction
Mads Wiel Nygaard's Endowment is an annually awarded literary prize from the publishing house Aschehoug. The prize is a recognition of superior literary work. The publisher's editorial management makes the award based on their collective judgement of merit. Applications are not accepted.	Mads Wiel Nygaard's Endowment could make someone famous.	neutral
"Nathan Heard (November 7, 1936 – March 16, 2004), sometimes known as Nathan C. Heard, was a best-selling author in the United States, noted for the grim realism of his novels. He is also known as one of the forefathers of street and prison literatures, having written his most famous book, ""Howard Street"" (1968), while serving time in the Trenton State Penitentiary for armed robbery."	Nathan Heard's most popular book was named Howard Street	entailment
Pasquines is a policy and politics non-profit news organization that covers news related to politics, government, design and economy in Puerto Rico. The website has its base of operations in Mayaguez, PR. It was founded by William-Jose Velez Gonzalez who serves as Editor in chief.	Pasquines a non-profit organization	entailment
"""The Call"" is a song written by Gene MacLellan and performed by Anne Murray. The song reached #5 on the Canadian country chart, #6 on the U.S. Adult Contemporary chart, and #13 on the Canadian Adult Contemporary chart in 1976. The song appeared on her 1975 album, ""Together"". The song was produced by Tom Catalano. Murray recorded a different version on her 1970 album, ""Honey, Wheat and Laughter""."	"""Honey, Wheat and Laughter"" was supposed to be called ""Honey, Wheat, Wine and Laughter""."	neutral
Jiaozhou Bay Bridge (or Qingdao Haiwan Bridge) is a 26.7 km long roadway bridge in eastern China's Shandong province, which is part of the 41.58 km Jiaozhou Bay Connection Project. s of December 2012 , Guinness World Records lists the Jiaozhou Bay Bridge as the world's longest bridge over water (aggregate length) at 41.58 km .	Jiaozhou Bay Bridge is longer than a mile	entailment
The 1976 European Cup Winners' Cup Final was a football match between West Ham United of England and Anderlecht of Belgium. The final was held at Heysel Stadium in Brussels on 5 May 1976. It was the final match of the 1975–76 European Cup Winners' Cup tournament and the 16th European Cup Winners' Cup Final.	The European Cup Winners' Cup didn't have a tournament in 1976.	contradiction
"Sheree Victoria Murphy (born 22 August 1975) is an English actress and television presenter, best known for her roles as Tricia Dingle in the ITV soap opera ""Emmerdale"", Eva Strong in the Channel 4 soap opera ""Hollyoaks"" and Dakota Davies in the Australian soap opera ""Neighbours""."	Sheree doesn't have a middle name	contradiction
Stuart is a city in, and the seat of, Martin County, Florida, United States. Located on Florida's Treasure Coast, Stuart is the largest of four incorporated municipalities in Martin County. The population was 15,593 in the 2010 census. It is part of the Port St. Lucie, Florida Metropolitan Statistical Area.	Stuart is extremely far from the sea	contradiction
"Marion Anna Fischer (born July 18, 1986 in East Berlin) is a German actress and singer. Since 2003, she appeared in over 30 film and television roles in appearance. She is most recognised to international audiences as the innocent vampire ""Nora"" in Dennis Gansel's drama film ""We Are The Night"""	Marion has a middle name.	entailment
The R-33 (Russian: Вымпел Р-33 , NATO reporting name: AA-9 Amos) is a long-range air-to-air missile developed by the Vympel. It is the primary armament of the MiG-31 interceptor, intended to attack large high-speed targets such as the SR-71 Blackbird, the B-1 Lancer bomber, and the B-52 Stratofortress.	The only air-to-air missile developed by the Vympel is the R-33	neutral
Hungry for You is a 1996 American thriller and science fiction film directed by Dimitri Logothetis and produced by Gary Hudson. This film has been music composed by Joel Hirschhorn.The film starring Michael Phenicie, Rochelle Swanson, Gary Wood, Nancy Hochman and Ritchie Montgomery in the lead roles.	Hungry for You is a 1994 horror film.	contradiction
"The Santa Cova Funicular (Catalan: ""Funicular de la Santa Cova"" ) is a funicular railway at Montserrat, near Barcelona in Catalonia, Spain. The line descends from the monastery, and the upper terminus of the Montserrat Rack Railway, on a continuous curve to a lower station that gives access, via a path, to Santa Cova, a shrine lower down the mountain."	Funicular is not a Catalan word.	contradiction
The Boulton Paul Balliol and Sea Balliol were monoplane military advanced trainer aircraft built for the Royal Air Force (RAF) and the Royal Navy Fleet Air Arm (FAA) by Boulton Paul Aircraft. Developed in the late 1940s the Balliol was designed to replace the North American Harvard trainer and used the Rolls-Royce Merlin engine, with the Sea Balliol a naval version for deck landing training.	The Boulton Paul Balliol was developed in the late 1940s. 	entailment
"Edward Gibbon FRS ( ; 8 May 173716 January 1794) was an English historian, writer and Member of Parliament. His most important work, ""The History of the Decline and Fall of the Roman Empire"", was published in six volumes between 1776 and 1788 and is known for the quality and irony of its prose, its use of primary sources, and its open criticism of organised religion."	Edward Gibbon FRS thought there were problems with organised religion	entailment
The Cameroon Airlines Corporation, trading as Camair-Co, is an airline from Cameroon, serving as flag carrier of the country, a role which was previously filled by the now-defunct Cameroon Airlines. Camair-Co has its headquarters in the Immeuble La Rotonde in Douala, and operates out of Douala International Airport.	Camair-Co is the flag carrier for Cameroon.	entailment
Dave Ward, born 12 July 1959, is a British Trade Unionist and General Secretary of the Communication Workers’ Union (CWU), which was formed through the merger of the Union of Communication Workers and the National Communications Union in 1995. The CWU is the largest Trade Union in the United Kingdom for people working in the Postal and Telecommunications industry with over 200,000 members.	Dave Ward was paid more after the merger.	neutral
"Demi Lovato: Live in Concert (also known as the Summer Tour 2009) was the debut headlining concert tour by American singer Demi Lovato, launched in support of her debut album ""Don't Forget"" (2008) and the second studio album ""Here We Go Again"" (2009)."	Demi Lovato 2009 Tour was to promote her 2nd album	entailment
Christopher Lawrence (born 24 December 1956) is a classical musician, author, and conductor. He is most notable for his work as a broadcaster on Australian Broadcasting Corporation radio station ABC Classic FM, and previously on ABC Radio National and ABC Local Radio.	Christopher Lawrence was born in 1956.	entailment
Thorley Wash or Thorley Flood Pound is a 17.3 hectare biological Site of Special Scientific Interest in Thorley, south of Bishop's Stortford in Hertfordshire. It was formerly a flood pound for the Stort Navigation, which was decommissioned in 2004 and converted to a more natural state. It was purchased by the Herts and Middlesex Wildlife Trust from the Environment Agency in 2011.	Thorley Wash is a former flood pound.	entailment
St. John Richardson Liddell (September 6, 1815 – February 14, 1870) was a prominent Louisiana planter who served as a general in the Confederate States Army during the American Civil War. He was an outspoken proponent of Southern emancipation of slaves. Liddell was murdered by a former Confederate Officer near his home in 1870.	St. John Richardson Liddell was killed by enemy fire	contradiction
"Anime Speed is a megamix compilation album of ""Dancemania""'s ""Speed"" series, released by EMI Music Japan in 2005. The album features uptempo cover remixes of popular theme songs for various anime works such as ""Dragon Ball Z"", ""Slam Dunk"" and ""Neon Genesis Evangelion"". The successor, ""Anime Speed Newtype Edition"", was released in 2006."	Anime Speed is a compilation album released before 2005	contradiction
The 1941 U.S. Open was the 45th U.S. Open, held June 5–7 at Colonial Country Club in Fort Worth, Texas. Craig Wood, who had lost in a playoff at the U.S. Open two years earlier, finally broke through and claimed his first U.S. Open title, three strokes ahead of runner-up Denny Shute in sweltering heat. Eight years earlier, Shute had defeated him in a playoff at the 1933 British Open.	The 1941 U.S. Open was held in June	entailment
"It's OK! is a musical group formed by Redd Kross members Robert Hecker (guitar, vocals) and Victor Indrizzo (drums), along with bassist Abby Travis and the late Greg White on vocals. This initial line up of the band released the self-titled debut album ""It's OK!""."	Victor Indrizzo often had drum solos 	neutral
"""Drop Girl"" is a song by American rapper Ice Cube, and produced by Redfoo for FooCo LLC.. The song, released on July 22, 2014. Drop Girl is the sixth single from Ice Cube's upcoming studio album ""Everythang's Corrupt"". The song features guest vocals from American singer Redfoo and fellow rapper 2 Chainz. In the chorus, it samples a part of Ice Cube's Today Was A Good Day."	"""Drop Girl"" is a song that was released over 2 decades ago"	contradiction
"Demoniac were a heavy metal band from New Zealand formed in Wellington in 1993 by singer and bass player Lindsay Dawson, guitarist Sam Totman and Drummer Steve Francis. They later moved to London, UK. Three of the members went on to form DragonForce. Their rather unusual musical style has often been labeled as ""blackened power metal""."	Demoniac were formed in 1993.	entailment
Queen's College is a co-educational independent school located in Taunton, the county town of Somerset, England. It is a day/boarding school for children aged 0–18. The school incorporates Nursery, Pre-Prep, Junior and Senior schools. The current Head Teacher of the Senior School (11–18) is Dr Lorraine Earps. Mrs Tracey Khodabandehloo is Headmistress of the Junior School (0–11)	Queen's College is an independent co-educational school located in Somerset, the county town of Taunton, England, where both girls and boys of any age from 0-18 are not always welcome, as male students may only be transgender	neutral
The San Pablo Reservoir is an open cut terminal water storage reservoir owned and operated by the East Bay Municipal Utility District (EBMUD). It is located in the valley of San Pablo Creek, north of Orinda, California and south of El Sobrante and Richmond, east of the Berkeley Hills between San Pablo Ridge and Sobrante Ridge.	The reservoir is for oil storage.	contradiction
"""Never Be the Same"" is the title of the third single by singer-songwriter Christopher Cross, released from his debut Grammy Award-winning album ""Christopher Cross"". It was the singer's third consecutive single to reach the Top 40 on the ""Billboard"" Hot 100 chart, where it peaked at number 15 late in 1980. The song was a number-one hit on the adult contemporary chart, remaining there for two weeks."	"""Never Be the Same"" was made by Kanye West"	contradiction
Broadway Rose is a 1922 American silent romantic drama film released by Metro Pictures and directed by Robert Z. Leonard. It stars Leonard's then-wife Mae Murray and Monte Blue. The film is based on an original story by Edmund Goulding written for star Murray, and was produced by Leonard's and Murray's production company Tiffany Pictures.	Broadway Rose was released in 1922.	entailment
Mike Speck is a Gospel musician and ordained minister from Lebanon, Tennessee. Together with his wife, Faye, and daughter Melody VanNus, Speck tours with a Gospel music trio called the Mike Speck Trio. Speck has performed as a guest artist in ministries with Dr. Charles Stanley, Dr. Bailey Smith, Freddie Gage, and David Ring.	Mike Speck is not married	contradiction
Minisztár is a Hungarian pop group formed in 2000 and consisting of Georgina ('Gina') Polyákovics, Vivien Gonda and Márkó ('Márk') Takács. The band has released two albums to date, as well as a video DVD. The group is one of many to cover the popular song Dragostea Din Tei.	Minisztár was formed in the year 2000	entailment
The Kyrkogården Runestones are three Viking Age memorial runestones located at the cemetery of St. Mary's Church in Sigtuna, Stockholm County, Sweden, in the historic province of Uppland. One of the runic inscriptions documents the existence of a Viking Age mercantile guild in Sweden.	The Kyrkogården Runestones are a Roman monument	contradiction
The Chattenden and Upnor Railway (later known as the Lodge Hill and Upnor Railway) was a narrow gauge railway serving the military barracks and depot at Upnor and associated munitions and training depots. It was built in 1873 as a gauge railway, converted to narrow gauge around 1885, and continued in use until 1961.	The Chattenden and Upnor Railway was used more under the name Lodge Hill and Upnor Railway	neutral
"The Sea Wall (French: Un barrage contre le Pacifique ) is a 2008 film by Cambodian director Rithy Panh in a French/Cambodian/Belgian co-production. The film opened on 7 January 2009 in France. It was adapted from the 1950 novel ""The Sea Wall"" by Marguerite Duras. The novel had previously been adapted as ""This Angry Age"" by René Clément in 1958."	The film opened in the first month.	entailment
The Tsavo Man-Eaters were a pair of man-eating Tsavo lions responsible for the deaths of a number of construction workers on the Kenya-Uganda Railway from March through December 1898. The significance of this pair of lions was their unusual behavior, such as the number of men killed and the manner of the attacks.	The Tsavo Man-Eaters were lions.	entailment
"Aktar-Ul Islam (Bengali: আরো উল ইসলাম ; born 1980) is an award-winning English chef, restaurateur and entrepreneur. In 2009, his restaurant Lasan became the first Indian restaurant in the United Kingdom to be selected as the ""Best Local Restaurant"" by Gordon Ramsay on Channel 4's ""The F Word"". In June 2011, he won the fish course in the final of the BBC Two series ""Great British Menu""."	Lasan is friends with Ramsay.	neutral
"Juan Cruz ""JC"" Aragone (born June 28, 1995) is an American tennis player. He attended the University of Virginia and was a member of three NCAA Men's Tennis Championship winning teams. Aragone made his first ATP main draw appearance at the 2017 US Open after securing a spot through the qualifying tournament."	JC Aragone played college tennis in Canada	contradiction
Girls' Generation's Himnaera Him! (; lit. Girls' Generation's Cheer Up!), is a South Korean television reality show starring the South Korean girl group Girls' Generation. The show and cast operated under the goal of being the Republic of Korea's cheering squad, with the intention of cheering up the citizens during an economic slump.	Girls' Generation's Himnaera Him! is a british show	contradiction
Moody 4B is an instrumental album released by jazz musician James Moody. The album was released in 2010 on IPO Recordings, Moody's fifth release on the label, and was produced by Michael Patterson, Bill Sorin was executive producer. It won the 2011 Grammy Award for Best Jazz Instrumental Album, Individual or Group.	Moody 4B is not an instrumental album.	contradiction
Valan is a small coastal village on the island of Magerøya in Nordkapp Municipality in Finnmark county in far northern Norway. Honningsvåg Airport, the local airport for the town of Honningsvåg is located in Valan. The town lies a few kilometres south of Valan.	Valan is a large coastal village	contradiction
The William Martin Armistead House is a historic building at 1510 Hyde Park Street in Sarasota, Florida, United States. It was owned by William Martin Armistead who was prominent in the advertising industry. On March 30, 2009, it was added to the U.S. National Register of Historic Places.	The William Martin Armistead House was added to the U.S. National Register of Historic Places on March 30, 2009	entailment
Greivis Josué Vásquez Rodríguez (born January 16, 1987) is a Venezuelan professional basketball player who last played for the Brooklyn Nets of the National Basketball Association (NBA). He was drafted in 2010 after a U.S. college career with the University of Maryland men's basketball team. Vásquez finished second on the Terrapins' all-time scoring list, with 2,171 career points.	Greivis Josué Vásquez Rodríguez was born in 1987	entailment
"Mentha diemenica is known by the common name of slender mint. The species is named after Van Diemen's Land, which is now called Tasmania. It is a mint species within the genus ""Mentha"", native not only to Tasmania but also to Queensland, New South Wales, Victoria, and South Australia."	Mentha diemenica is popularly used in ice cream	neutral
Waterloo Corner is a rural/urban suburb approximately 22 kilometres north of Adelaide, the capital city of South Australia. Most of the land is used for agricultural purposes, including wheat, olives, grapes and tomatoes. Port Wakefield Road, and thus a lot of heavy freight, traverses the suburb.	Waterloo Corner is less than 22 kilometers north of adelaide.	contradiction
Tripoli Municipal Stadium is a 22,000 capacity multi-use stadium in Tripoli, Lebanon. It is located near the city center. It was recently rehabilitated to welcome Arabic competitions as well as Asian and International ones. It is also the home ground of Tripoli SC.	Tripoli Municipal Stadium took ten years to build.	neutral
"The Monday Night War(s) is the common term describing the period of mainstream televised American professional wrestling from September 4, 1995, to March 26, 2001. During this time, the World Wrestling Federation's (WWF, now WWE) ""Monday Night Raw"" went head-to-head with World Championship Wrestling's (WCW) ""Monday Nitro"" in a battle for Nielsen ratings each week."	The Monday Night War is a war between wrestling shows	entailment
West Coast hip hop is a hip hop music subgenre that encompasses any artists or music that originate in the West Coast region of the United States. The gangsta rap subgenre of West Coast hip hop began to dominate from a radio play and sales standpoint during the early 1990s with the birth of G-funk and the emergence of Suge Knight and Dr. Dre's Death Row Records.	Death Row Records was created in the 1980s	contradiction
Vanessa Alessandra Teixeira Porto (born March 16, 1984) is a Brazilian mixed martial artist and amateur boxer who competes in the Invicta Fighting Championships flyweight division. She is currently the #2-ranked 125-pound female fighter in the world according to the Unified Women's MMA Rankings.	Vanessa Alessandra Teixeira Porto was born in 1984	entailment
"The Kid from Left Field is a 1953 baseball film starring Dan Dailey, Anne Bancroft, Lloyd Bridges, and Billy Chapin. The film marked the reunion of Dailey and director Harmon Jones who had teamed up at 20th Century Fox a year earlier in another baseball film, the biographical ""The Pride of St. Louis""."	The Kid from Left Field was a popular movie	neutral
The diminished seventh chord is commonly used in the harmony of both Western classical music and also in jazz and popular music of the twentieth and twenty-first centuries. Classical composers of the eighteenth and nineteenth centuries imaginatively exploited the chord's dramatic and expressive potential. (See below).	The diminished seventh chord is the most popular chord in classical music.	neutral
The 1972 Grantland Rice Bowl was an NCAA College Division game following the 1972 season, between the Louisiana Tech Bulldogs and the Tennessee Tech Golden Eagles. Louisiana Tech quarterback Denny Duron was named outstanding offensive player, while his teammate linebacker Joe McNeely was named outstanding defensive player.	The 1972 Grantland Rice Bowl took place in 1972	entailment
"Michael Cunningham (born November 6, 1952) is a U.S. novelist and screenwriter. He is best known for his 1998 novel ""The Hours"", which won the Pulitzer Prize for Fiction and the PEN/Faulkner Award in 1999. Cunningham is a senior lecturer of creative writing at Yale University."	Michael Cunningham was born in 1952	entailment
The Chinese University of Hong Kong (CUHK) is a public research university in Shatin, Hong Kong formally established in 1963 by a charter granted by the Legislative Council of Hong Kong. It is the territory's second oldest university and was founded as a federation of three existing colleges – Chung Chi College, New Asia College and United College – the oldest of which was founded in 1949.	No University is older than The Chinese University of Hong Kong	contradiction
The Little Girl Next Door is a 1912 American silent short drama directed by Lucius Henderson and written by Philip Lonergan. The film starred William Garwood and Marguerite Snow in the lead roles. Prints of the film are in the Library of Congress and other collections.	The Little Girl Next Door is a 1901 American silent short drama directed by Lucius Henderson and written by Philip Lonergan. 	contradiction
"The United States Ambassador to Sweden (Swedish: ""USA:s ambassadör i Sverige"" ) serves as the official diplomatic representative of the President and the Government of the United States of America to the King and the Government of the Kingdom of Sweden. Diplomatic relations between Sweden and the United States began with the signing of the Treaty of Amity and Commerce in 1783."	The United States Ambassador to Sweden is not a diplomatic representative.	contradiction
Emperor is a Norwegian black metal band formed in 1991, regarded as highly influential by critics and emerging black metal bands. The group split up in 2001, but reunited from 2005 to 2007 for a few festival dates and brief US tours, and again reunited in 2013 to 2014. The group was founded by Ihsahn (guitar/vocal) and Samoth (then, drums).	"The group Emperor has reunited twice in the last 15 years.
"	entailment
The UK Overseas Territories Conservation Forum (UKOTCF) is a UK-based non-governmental organisation which promotes coordinated conservation in the UK Overseas Territories and Crown Dependencies (UKOTs and CDs). It is a not-for-profit organisation supported by grants, donations and subscriptions, and a registered charity and company.	The UK Overseas Territories Conservation Forum is not based in the United Kingdom.	contradiction
The following is a list of female cabinet ministers of Thailand. Thailand is a country located at the centre of the Indochina peninsula in Southeast Asia. It is bordered to the north by Burma and Laos, to the east by Laos and Cambodia, to the south by the Gulf of Thailand and Malaysia, and to the west by the Andaman Sea and the southern extremity of Burma.	Thailand is bordered by the United States and Canada	contradiction
Project Gasbuggy was an underground nuclear detonation carried out by the United States Atomic Energy Commission on December 10, 1967 in rural northern New Mexico. It was part of Operation Plowshare, a program designed to find peaceful uses for nuclear explosions.	Project Gasbuggy was a huge disaster.	neutral
James Eddie Logan (born December 6, 1972) is a former American football linebacker who played six seasons in the National Football League with the Cincinnati Bengals, Houston Oilers and Seattle Seahawks. Logan played college football at Southern University and attended Opp High School in Opp, Alabama. He was also a member of the Scottish Claymores of the World League of American Football.	James Eddie Logan is twice married.	neutral
Akka (Tamil: அக்கா ) (English: Sister ) is a Tamil soap opera aired on Jaya TV. The show premiered on 15 September 2014 and aired Monday through Friday at 8:30PM IST. The Show Stars by Kausalya, Nithya Das, Feroz Khan and Akhila in lead roles. The show last aired on 9 April 2015 and ended with 143 episodes.	Akka is a soap opera	entailment
Corn smut is a plant disease caused by the pathogenic fungus Ustilago maydis that causes smut on maize and teosinte. The fungus forms galls on all above-ground parts of corn species, and is known in Mexico as the delicacy huitlacoche; which is eaten, usually as a filling, in quesadillas and other tortilla-based foods, and soups.	Corn smut tastes delicious	neutral
Albert Levitt (March 14, 1887 – June 18, 1968) was a judge, law professor, attorney, and candidate for political office. While he was a memorable teacher at Washington and Lee University, and as judge of the United States District Court for the Virgin Islands ordered that woman voters must be registered, he later came to hold what some thought were eccentric views on religion.	Albert Levitt was named after his father. 	neutral
"Dostluk Spor Kulübü is a multi-sport club established 1973 as a women's football club in Istanbul, Turkey. It is known as the country's first ever women's football club. The club also maintains the branches of basketball, swimming, tennis and volleyball to its activities. The club's colors are orange and black. ""Dostluk"" is the Turkish word for ""Friendship""."	Dostluk Spor Kulübü is owned by a man.	neutral
NASA John H. Glenn Research Center at Lewis Field is a NASA center, located within the cities of Brook Park and Cleveland between Cleveland Hopkins International Airport and the Cleveland Metroparks's Rocky River Reservation, with a subsidiary facility in Sandusky, Ohio. Its director is Janet L. Kavandi.	NASA John H. Glenn Research Center is directed by Janet L. Kavandi 	entailment
"Frank Vincent Ferrante (born April 26, 1963) is an American stage actor, comedian and director known for his stage portrayals of legendary American comedian Groucho Marx in the Arthur Marx/Robert Fisher play """" and in ""An Evening With Groucho"", which tours internationally."	 Ferrante had been a fan of Marx since childhood.	neutral
"Cooper Manning (born March 6, 1974) is the host for the show ""The Manning Hour"" for Fox Sports. He is the oldest son of former professional football quarterback Archie Manning, and the older brother of former professional football quarterback Peyton Manning and current New York Giants quarterback Eli Manning."	The Manning Hour is a good show	neutral
"NBA 2K9 is a basketball simulation video game developed by Visual Concepts and published by 2K Sports. It is the tenth installment in the ""NBA 2K"" franchise and the successor to ""NBA 2K8"". It was released in 2008 for PlayStation 2, PlayStation 3, Xbox 360, and Microsoft Windows. Kevin Garnett is the cover athlete of the game. ""NBA 2K9"" is the predecessor to ""NBA 2K10"" in the ""NBA 2K"" series."	You were able to play NBA 2K9 on pc	entailment
Mark Christopher Randall (born September 30, 1967) is an American former professional basketball player who played in four National Basketball Association (NBA) seasons for the Chicago Bulls, Minnesota Timberwolves, Detroit Pistons, and Denver Nuggets. Randall was selected by the Bulls in the first round (26th pick overall) of the 1991 NBA Draft and averaged 2.6 points per game for his career.	Mark Christopher Randall was born weighing 8 pounds, 3 ounces.	neutral
Lakeshore Technical College (or LTC) is a technical and community college located in Cleveland, Wisconsin, which is centrally located between the lakeshore cities of Sheboygan and Manitowoc. It is a member of the 16 schools in the Wisconsin Technical College System. The college was originally named Lakeshore Technical Institute (LTI).	Lakeshore Technical College is a member of the 15 schools in the Wisconsin Technical College System.	contradiction
In mathematical representation theory, two representations of a group on topological vector spaces are called Naimark equivalent (named after Mark Naimark) if there is a closed bijective linear map between dense subspaces preserving the group action.	To be Naimark equivalent there can not be an open bijective linear map between dense subspaces	entailment
