Sentiment	Text
Neutral	Savchenko now Saakashvili took drug test live on Ukraine TV. To prove they are not drug-fueled loonies? 
Neutral	The First Self-Driving Cities
Neutral	Self-driving cars are the self-regulating banks of inanimate objects. 
Neutral	Self-driving cars may be the future commuter, but what does that mean for #infrastructure? 
Negative	Trump can save these jobs either--Hello, self-driving cars, and goodbye to 4.1 million jobs? - MarketWatch 
Neutral	“Self-Driving Cars are Hurtling Towards an AI Brick Wall” by @SeanMEverett 
Positive	Nice video of latest tests @TeslaMotors for self-driving cars. Easy ride :automobile: 
Neutral	iRobot did get the self driving cars thing right, though. :fearful_face:
Positive	According to @juniperresearch the figure for #Selfdriving cars will reach 22 million by 2025. This is promising 
Neutral	U.S. wants test-track network for self-driving cars 
Positive	fascinating...
Negative	Yes we can all believe it's not butter! They are making self driving cars. Who the fuck is still impressed with imitation butter?
Neutral	Self-Driving Cars: Futurama 2.0 or Cities for People? 
Positive	Self-driving cars could be the key to independence for seniors. 
Positive	I'm fully on board for self driving cars. Set a destination & just chill or get yourself ready or eat until you get there. Save so much time
Neutral	White House rolls out guidelines for self-driving cars 
Positive	Today's Tesla cars will become tomorrow's self-driving cars (CNET Update) #windowsphone 
Positive	@csuwildcat Longer term prediction re this: self-driving cars => lower car ownershipelectric cars => swappable parts => easier repairs
Negative	I'd believe more in self-driving cars if there were a single Map program that didn't frequently catastrophically malfunction
Neutral	The OSTP held a series of workshops abt the future of AI & drive the Whitehouse adoption of forward thinking policies on self-driving cars.
Positive	Awesome article! 
Neutral	Kansas City prepares for self driving cars 
Positive	I liked a @YouTube video from @lifenoggin 
Neutral	Will pedestrians and cyclists bully self-driving cars? #architecture #urban_design 
Positive	@elonmusk Tesla Network enrollee's eligible for relatively low cost insurance, since 'self-driving' cars are safer? Tesla to self-insure?
Negative	@PSRealTalk My view is of course we can't reverse tech that will kill jobs like new self driving cars. But I think that manufacturing (1/2)
Positive	FUTURE FIRST': SELF-DRIVING CARS WILL SAVE LIVES 
Neutral	#Self-Driving #Cars May Never Take Off, But #Driverless #Trucks Might 
Neutral	Tesla Motors Will Build All Its Cars With Self-Driving Hardware, Says Elon Musk | TIME 
Neutral	@ForQ2 @Samnsara1997 If the #GOP dare to touch Social Security, I call for a massive class action suit. We might just sink the #GOP.
Positive	@magbedu @chikatwerks1 @MaDailyGist hi love the tweet, got stuff on social security tweet
Neutral	Don't ask from that one..I need that one that's the point .. ivsucceed and earned social security.. So I got this one because I can't
Negative	These people who rely solely on Social Security/Medicare to survive, and voted for #Trump, will be wiped out financ… 
Neutral	@joey__pena @yulissa__pena :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: he needs full name, number, address, and social security
Negative	@Anthglony 60 is too high, hed be asking for social security payments not paypal, maybe 50?
Negative	@JohnStossel I think you leave out one important fact about Social Security, Social Security Disability, Medicare the are per paid for.
Negative	@JohnStossel You wealthy like to complain about pay these three things but even the Social Security office state no one paid over $115,000
Negative	Very deceptive...the grapes will give you a false sense of security - Drinking a Midas Touch @ Roxbury - 
Neutral	What's your social security number? — I'll only give you my credit card number :/ 
Positive	Yes, prudently invested contributions to the Social Security fund ma... #DanielInouye #citation 
Negative	The average social security benefit was $1,341 in 2016. The average rent for a 1 bedroom in San Diego is $1,634.#seniors @Fightfor15LA
Neutral	Every Social Media user must take #Cybersecurity seriously.#SocialMedia #Network #Security #hacking 
Negative	Social Security Went In On This Check Smh. Like A Whole $60 For What :weary_face::weary_face:
Neutral	What to do if Social Security is going to #security #lossitems #items #tracking #valuables 
Negative	I pardon Turkey in thanksgiving! Yet MOVIES of Cutting Low income and  disable social security can not pardoned! All are Creators =Homeless!
Neutral	How in order to take ill an anent crinkle dash social security revive?: crIXQ
Negative	@iggumz @shreec When he grabs them by the Medicaid, the Social Security, & the prenatal care, & the overtime, they'll see who he is.
Positive	I agree wiv verifications and all but lets not forget its just a means of social security just to get ppl goin
Negative	When it comes to social security or Medicare, you have to ask yourself WWPRD? What Would Paul Ryan Destroy? #NoHealthcareForYou
Neutral	When @SlNPAl Actually Thinks You Gave Away Your Social Security Number: The Experience
Negative	"So... if Social Security is ""running out"" and ""won't be available"" to me by the time I'm of age, WHY THE FUCK AM... "
Neutral	And soon Social Security 
Positive	I support voluntary personal retirement accounts for Social Security. I... #SharronAngle #quote 
Neutral	hmu with ur social security
Neutral	Bannon bringing Reagan back! #maga
Negative	I'm far from being a Trump fan,but this is just stupid. 
Negative	Steve Bannon: empowering right-wing diehards willing to burn it all down.
Neutral	Batman Returns is a 1992 Tim Burton-directed film about the year 2016, starring Danny DeVito as both Donald Trump and Steve Bannon
Negative	"Catching up on #TheDailyShow & found out Steve Bannon's motto is ""Honey badger don't give a shit."" This is a fact. About a White Supremacist"
Neutral	@Disdain4Plebs @BreitbartNews it's Steve Bannon's new PR team trying to appeal to the youths
Negative	"@terrajobst just remind her not to step in the Bannon the dog left in the yard as in ""Look out! Don't step into that pile of Steve Bannon!"""
Negative	Trump Plans #4: Promote a guy to chief strategist who is essentially a mouthpiece for uneducated trolls 
Positive	@USAgentZero @MarilynT4 UR going 2 love Steve Bannon as DJT's senior advisor :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
Negative	Steve Bannon is going to start a war. Maybe the last war. 
Positive	No conflict of interest here, of course. 
Negative	Steve Bannon Should Stay out of White House: Attorneys 
Negative	@SarahT_in_Prov @BroderickGreer and we've never crossed paths or tweets before but now we never will. Blocked. Go fuck Steve Bannon
Neutral	“Facebook is what propelled Breitbart to a massive audience. We know its power.” - Steve Bannon. 
Negative	Counter-take: Paul Ryan is most dangerous. Only person to counter him is, ironically, Steve Bannon who utterly despises him & his policies.
Neutral	Uh you left out the TIES TO STEVE BANNON PART 
Negative	SOMEBODY MARRIED STEVE BANNON? My estrogen just dried up. 
Neutral	I don't know how I feel about it. He was quoting or attempting to quote Steve Bannon and in fact denouncing the quote itself.
Negative	When Steve Bannon watched Mississippi Burning, did he root for the Klan?  Just curious.
Negative	@joshtpm I wonder how much of this is Bannon.  Can't help but thinkthat he wants Trump to crash and burn. 
Positive	@CNNPolitics You will fit in with steve bannon and all of trumps true patriots. !
Negative	"Steve Bannon - its okay for straights to call lgbt ""gay, fag**t, and qu**r""... anyone who comes to me saying that gon catch these hands :oncoming_fist::collision: :oncoming_fist:"
Neutral	I have yet to see a photo of Steve Bannon without a headset on.
Negative	With picks of Steve Bannon & Micheal Flynn, @realDonaldTrump unpopular win radically alters Obama's post-presidency plans via @msnbc
Neutral	Why Patten would fire #Trump adviser #SteveBannon 
Negative	@Matthew4300 u didnt even watch the video The Untruth About Steve Bannon
Negative	Donald Trump: Fight the appointment of hate-monger Steve Bannon to the President-Elect's administrati... 
Positive	Late to this but incredible Trump/Bannon insight in this piece by @MichaelWolffNYC 
Positive	hehe. steve bannon is cool.  this goes out to the darkness. trump should give me a job.  i'll be honest 
Negative	What's fascinating to me in reading up on all of this craziness is how open racism has never felt more... 
Neutral	"@SemperLiberum @TeaPainUSA ""alt-right is white supremacy, but I like certain other white supremacists better than them"" ?"
Negative	Dylann Roof competent to stand trial. Time to register all white supremacists. They will kill again. 
Negative	@abgutman Yeah, I think white supremacists are deranged, mentally ill beings who are probably sub-human.
Negative	Historical ignorance largely to blame for white supremacists' new makeover, writes @kelly_j_baker. Important read: 
Negative	While the US president-elect continues RTing white supremacists or railing against NYT, @JustinTrudeau continues to… 
Negative	and Murdock's ex wife is Dating Putin  The Alt-Right Nazi White Supremacists have deep ties with Putin      go fi… 
Negative	@SallyBakerCake @PaulaMorin6 @emmaladyrose @CharlesMBlow Maybe most white supremacists like to use fancy labels. So racism in denial?
Negative	"There's nothing new about the so-called ""alt right."" They're just the latest dressed up white supremacists. "
Neutral	@ybmeepl @Asa789 @MattMinerXVX @ShaunKing Of course *smacks forehead* b/c white supremacists didn't support Trump throughout his campaign.
Negative	@georgeorwell_84 @thehill fake stats...nazi propoganda... in other words 'white supremacists lies.'
Negative	Would seem so..but am hoping this time...A Jew is a Jew is a Jew to America's Nazis and White Supremacists so the r… 
Negative	"Let's call the white supremacists of the ""alt-right"" what they truly are: 21st century NAZIS. #AltRightIsNazi "
Negative	@BBCWorld @BBCNews Good. Trump endorsing, terrorist supremacists & paranoid racists, let's call such people what they are.
Negative	"White-Collar Supremacy LOL@ the Supremacists including Breitbart's faux news story ""NYT Failing"" w/ their whining denials of White Power"
Negative	.@JoyAnnReid @JuddLegum  what is nuanced about white supremacy? zero. white supremacists trying to head fake non-bigots with false angst. :face_with_rolling_eyes:
Neutral	They actually weren't too keen on a Black Friday sale because they're white supremacists. 
Negative	@Evan_McMullin Yes, white supremacists are America's greatest problem ever.  OMG.  GET REAL.  #GOAWAY
Negative	@The_Anti_Fox @nurserenee1 @LadyThriller69 he's not hiring white supremacists snowflake. Try again and don't believe the sycophant media.
Negative	@HuffPostPol Let's hope that the GOP follows thru w/this & holds orange hitler & his band of white supremacists accountable.
Positive	It's so funny watching all the White Supremacists and conspiracy theory nuts attack Mitt Romney.Romney is the only GOP with a spine left.
Negative	Jew Supremacists in JewMedia @nytimes at work with their kiddieshit fabrications 
Negative	Listening to @MarkSteynOnline hosting for Limbaugh: the #DNC has reclassified #feelthebern and Howard Dean as white supremacists.
Negative	@hermesgypsy @twlldun a twat of white supremacists?
Negative	These white supremacists are terrorists 
Negative	Hillary supporters...... Two 'ZIO Supremacists' have to point out great moments - these CUCKS truly care?
Negative	An Open Letter by @rexmortis13 To All White Supremacists And Nazis @rexmortis13  
Negative	@BillCrowson @ScottInSC America will move on when White Supremacists aren't running emboldened throughout the country.
Neutral	Good thread. Strong likelihood that Tilden wouldn't have won the popular vote without white supremacists' massive c… 
Negative	More scary white supremacists trash talk! 
Negative	@crooksandliars @shelleypowers in fact it's a pathetic and most obvious attempt. It surrounds itself with white supremacists. It won't work.
Negative	Fact 4:Trump is adding white supremacists to his teamFact 5: Trump is attacking the fundamental right of freedom o… 
Neutral	#gadget {Factory Direct Sale} Premium HD Clear real 9H Tempered Glass Screen ... 
Positive	There's this Jaguar ad that keeps coming up on my tl and every time i see it i think of a tesla model s
Positive	Watch Tesla Model S P85D’s instant speed avoid a potential rear-end collision 
Negative	I went in a Tesla model S yesterday. And now I don't think it's fair that I don't own a Tesla model S.UNFAIR!
Neutral	The amount of Lithium is a Tesla Model S battery is
Positive	@cliffwalker hope you truly enjoyed your ride in our #Tesla model S today! #ev #cleanair #London
Positive	Ludicrous road trip: Tesla Model S P90D from London to Berlin #Tesla #Models #car #Automotive #cars #Autos 
Positive	Micha Dorst took this beautiful picture inside his Tesla Model S! 
Negative	HackRead: #TeslaModelS can be located, unlocked, stolen by manipulating #Tesla apps | 
Neutral	New post (2013 Tesla Model S Review) has been published on Auto Trend US    By Nauman Farooq   ... 
Negative	"Tesla’s Model X: ""A ride too firm and choppy for a $110,000 car, says Consumer Reports.Ouch.… "
Neutral	2014 Tesla Model S P85 now in stock. 
Positive	Model S | Tesla Motors: Tesla Model S. Teslas are honestly one of my favs Source by… 
Negative	#tech #summary:  #tesla  #model s can be located,  #un #locked,  #stolen by manipulating  #tesla  #apps 
Positive	@MikeHudema Yep true, that's why they partied hard ! :) 
Neutral	Oh well, time always catches up ...... 
Positive	Saw a Tesla Model S and X today. They were awesome. Definitely getting one when I hit 3M subs like @MKBHD lol
Positive	Am apreciat un videoclip pe @YouTube, 
Positive	I love Hybrids just not when I comes to my food. Tesla model S your next! 
Neutral	@TeslaMotors @elonmusk Why is the US spec tesla model s P100D Faster than the EU spec
Negative	Not sure I can take anymore. Brexit, Trump and now no more Casey and Jessica has left Eric. God is life worth living ? Tesla model S,o YES.
Neutral	HEADLINE!  #Tesla Model S Swallows Christmas Tree! 
Positive	YES! Watch a Tesla Model X P90D Drag Race a Model S P90D: 
Positive	@KOPoole 
Neutral	@DMC_Ryan On Model 3 delivery... One man's opinion, but yikes. 
Positive	A conservative estimate makes the @TeslaMotors P100D an 800-hp+ monster #superpowers indeed. 
Neutral	Is Tesla Model X Cannibalizing Model S?.. Related Articles: 
Negative	via @AlexPoucher_com & NYPost - Consumer Reports trashes Tesla’s ‘flawed’ Model X
Positive	Cody and grandfather Col were impressed with the Tesla Model S electric cars at the Narooma Renewable Energy... 
Neutral	Napa Valley Tesla Consumer Reports trashes Tesla's 'flawed' Model X - New York Post 
Positive	Really would be satisfied w/ a model S Tesla (black specifically)
Positive	For the next like week.. whats for Breakfast- Thanksgiving Leftovers:red_heart:Lunch - Thanksgiving Leftovers :thinking_face:Dinner- Thanksgiving Leftovers :face_with_rolling_eyes:
Positive	All I wanted for Thanksgiving :smiling_face_with_heart-eyes: 
Neutral	@Derek_Page13 hahah D, I am missing your stories this thanksgiving so I had to hear jokes from someone else!
Positive	when u start eating thanksgiving dinner before u say grace & ur grandma catches u 
Positive	If you've smiled through Thanksgiving, but on the inside, are dying, please listen. 
Negative	Drop all inventory online ! Forget those heathens. Missing thanksgiving to camp smh 
Positive	Fans can find Base Series 2 in The Armory packs located in the Thanksgiving store! Happy Collecting! 
Positive	How I feel after post #Thanksgiving headed to #BlackFriday looking for deals and doing my #cardio on... #Doyoueven?… 
Neutral	soothing my thanksgiving coma the only way I know how: @GilmoreGirls, leftovers, and coffee  :hot_beverage: 
Positive	thanksgiving is over, it's time to pick out a christmas tree :Christmas_tree:they are on sale today & tomorrow… 
Neutral	‘Macy’s Thanksgiving Day Parade’ Scores Highest Ratings in 13 Years 
Positive	It isn't the American president-elect. It's the American Thanksgiving. Ours is better, of course but gratitude is... 
Positive	Day after Thanksgiving Fish Fry remains a fantastic idea #upnorth 
Negative	Y'all dumb mfs thought y'all was eating Thanksgiving food on Friday? Ain't black Friday after Thanksgiving every mf year!? How tf!!??
Neutral	mi mamá didn't tell me there was codeine in the cough syrup she gave me so I spent all of Thanksgiving drugged wbu
Positive	Rollie Mae at Thanksgiving:face_with_tears_of_joy:.. or should I say at everyday life.. and no wonder she loves U… 
Positive	me all of thanksgiving 
Positive	I like the day after thanksgiving no one at my house askin a million questions and all the leftovers here :face_with_tears_of_joy:
Positive	Since I wasn't here for thanksgiving, here's what I'm thankful for. I love you guys more than you'll ever know 
Positive	― if only.► happy thanksgiving everyone! :turkey::red_heart:► cc hell's canary► ac twin audio... (Vine by @marvelxjane) 
Positive	Some ole lady at thanksgiving was talmbout how she used to buy a zip for $40
Negative	All these thanksgiving pictures in front of Christmas trees are confusing me
Positive	thanksgiving dinner is pretty lit but breakfast leftovers are even better
Positive	"#FunHappyCalendar Tip for November 26th:""Make enough soup to share.""#Thanksgiving #LeftoversAvailable at:… "
Neutral	Told Christine that we couldn't do anything celebrating Christmas until after Thanksgiving. Guess what we spent thi… 
Positive	We hope you had great Thanksgiving! And if your out shopping today we hope your getting some… 
Positive	"My thanksgiving dinner grace began ""may Daenerys Targaryen sit on the Iron Throne"" before I got cut off"
Positive	:expressionless_face:Ellison swings at Trump in Thanksgiving tweets | TheHill 
Positive	I must be having deja vú cuz I coulda swore thanksgiving was yesterday? #thanksgivingleftovers
Neutral	Thanksgiving & Standing Rock | Just A Skinny Boy 
Negative	Are you really using the anniversary of a #massacre aka #Thanksgiving to show off all the junk you are 'thankful' for? #warpedhistory
Positive	Laughing is the best exercise! @punchlinecomedy is an excellent way to start your post-Thanksgiving workout!… 
Positive	True Thanksgiving family saga-of love and fistfights -- 
Positive	@241bigboy @mostdopemychal thank you! Happy thanksgiving to you & your family :yellow_heart:
Positive	Ash y Shay han pasado juntas Thanksgiving <3
Positive	Hope everyone had a good Thanksgiving 
Positive	Happy Thanksgiving!  Remember to stop by the TFAC Tailgate prior to game time and sign up to get your Heritage... 
Positive	Snoop Dogg Brings Turkeys, Thanksgiving Joy to Inglewood | NBC Southern California 
Positive	HAPPY THANKSGIVING! We are closed for the holiday & hope you enjoy this time with friends & family. Come see us Mon… 
Negative	@Keep_Pounding @Thejayman33 Tim Duncan has never committed a foul either. Some people just can't get over personal issues they have w/ some1
Neutral	@SamPackardNBA just carrying on the defensive legacies of kg and tim duncan nbd
Positive	"Love listening to Popovich talk about Tim Duncan. ""He can do whatever he wants...every time we go to a meal, we raise a glass and toast him"""
Positive	#Spurs #GoSpursGo 1997 SP Authentic #128 Tim Duncan RC Rookie BGS 9.5 
Negative	It’s weird watching the Spurs without Tim Duncan.
Positive	I liked a @YouTube video 
Positive	@lozoya_edgar21 thanks Tim Duncan :old_man_medium-light_skin_tone:
Neutral	@torylanez x TIM DUNCAN Extended Version 
Positive	Just found out Tim Duncan's mom was the real MVP. He learned this from her. 
Positive	#Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF 
Positive	Agreed.  Tim Duncan is a legend 
Neutral	#Spurs #GoSpursGo Tim Duncan 1999 Finest Dunk Masters REFRACTOR #DM14 PSA 9 MINT #d /150 Spurs 
Positive	#Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT 
Positive	Is there anything Tim Duncan can't do? 
Neutral	team with lebron jordan, jahlil okafor, Tim duncan, Russell westbrook, and lawrence carnes
Positive	Still funny and we miss Tim Duncan... 
Positive	#Spurs #GoSpursGo 2011-12 Panini Black Box #/99 TIM DUNCAN Black Status Elite Rare SPURS!!!! 
Neutral	:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: I was about to say shimmy Duncan because of tim Duncan but it ain't sound right 
Positive	#Spurs #GoSpursGo 2008 Fleer #116 Tim Duncan PSA 10 Gem Mint Low POP 4 
Neutral	if tim duncan played one more season we would've been an able to call him 21 savage :pensive_face:...
Positive	Tim Duncan still providing leadership for #Spurs 
Positive	Seems Tim Duncan is doing more than just showing up at #Spurs practices  
Positive	"I love Antoine Walker, ""Ask Tim Duncan about us!"""
Neutral	@KevinWFaris @buzzbaker @SECNetwork Tim Duncan still has money
Positive	@bitterRedsfan That regional final v Wake and Tim Duncan was awesome. Just dominant
Neutral	Tim Duncan #NBA San Antonio #Spurs HWC Nike Authentic #Jersey Kobe Jordan Curry 
Positive	#Spurs #GoSpursGo TIM DUNCAN 2009-10 PANINI CERTIFIED MIRROR BLUE #25 1/100 FIRST ONE !!! 
Neutral	#NBA TIM DUNCAN/ TONY PARKER 2015/16 15/16 BLACK GOLD DUAL GAME #Jersey #06/99 G4074 
Positive	Derrick Rose loves that backboard shot. It's like the vintage Tim Duncan backboard shot.
Positive	Tim Duncan still has a big presence with Spurs 
Neutral	#NBA #Cards 2015-16 Gold Standard Tim Duncan White Gold Patch #Card /25 San Antonio #Spurs 
Positive	#Spurs #GoSpursGo 1997-98 TIM DUNCAN Rookie #Cards (2) Upper Deck and Skybox Premium Future HOFer 
Negative	So sad for Tim Duncan said, We played through it.
Neutral	Tipp Newcastle United - Blackburn Rovers (26.11.16) Championship #NEWBRFC #Championship 
Positive	Sometimes your feelings are so powerful that you don't know wh... More for Scorpio 
Positive	"Pro-Tipp :face_with_tears_of_joy: ""@transl8oratwork: Funny yet true!  #translation #translator #getnoticed "
Negative	@barbarascully is it foggy? Foggy and cold in Tipp all week...
Positive	ICYMI: How a legendary Tipp Hill bar helped rebuild a minister's burned-out home 
Neutral	@keversmurphy @aaroadwatch @GardaTraffic that's industrial, due to us producing tipp top hurlers.
Positive	tipp hill is the best :four_leaf_clover::green_heart: 
Neutral	I come alive in the fall time :fearful_face:Coffee and Sniped Photo cred: mom @ Tipp City, Ohio 
Positive	Party Tipp :smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses::musical_notes::musical_notes::musical_notes::party_popper::party_popper::party_popper::party_popper: 
Neutral	I need a back massage
Neutral	I realized on my drive to the bank in Tipp City this afternoon that there are a number of folks in Miami County... 
Positive	Well done to peter and his Tipp team mates playing for 2016 all star team today. Fair play peter scoring 1-2 
Negative	@Tipp_ThaRealist I was worried if you were gonna fed him or not :face_with_tears_of_joy:
Negative	This line can literally ruin everything!
Neutral	Tipp native and heavyweight boxer Con Sheehan and recently retired Tipp stalwarts among Jackie Cahill's guests on... 
Negative	@tipp_jim I recognise that, you look slightly less tired than I did when I got up there though #flippingsteep
Neutral	East Carolina Pirates - Mercer Bears Wett-Tipp. Lies hier >> 
Positive	Black Friday I'm shopping for a good game heading to Trent Arena tonight Fairmont versus Tipp let the grind begin
Positive	"I WANT TO GO SEE THE MOVIE ""LOVING"""
Positive	@sportsdes that's amazing:smiling_face_with_sunglasses:. I am a tipp supporter living i Sixmilebridge for 35 yr:smiling_face_with_sunglasses:s. Then again there is no convention centre in smb:smiling_face_with_sunglasses:
Neutral	@TBTimes_Bulls @TitoBenach @BarrettSallee busy watching themselves in Jumbotron
Positive	Fairmont beats Tipp 38-28! @GWOC #gobirds 
Neutral	:smiling_face_with_halo::red_heart:...just because it's Friday night and I'm home doing nothing 
Positive	Birds defeat Tipp in their home opener 38-28. #1-0 :basketball:
Negative	He gets on my nerves
Positive	Madison Bartley with nice debut tonight: made her only shot and finished with 5 boards, 3 blocks, and 2 steals in Fairmont's win over Tipp.
Neutral	FKK Club Sharks #Darmstadt 
Positive	I liked a @YouTube video 
Negative	So now everybody so inlove with g herbo? Y'all make me sick :unamused_face:
Positive	@simplEyQute happy Birthday Tipp
Neutral	KaChing: How to Run an Online Business that Pays and Pays 
Negative	#TRUMP2016 Donald Trump #NotMyPresident  ball-chain #Hillary #BlackLivesMatter  #tcot #trump #tpp 
Neutral	This Week in Ridiculous Regulations 
Negative	@therealdanelee he spoke against Tpp and is now speaking out against Dapl. You are just trolling with fake news now
Neutral	Here Biden is doing the same thing with this little girl tpp 
Positive	I'd hate to see the #TPP trade agreement fail. I love my low-priced Made in #Vietnam running shoes. It's like walking on clouds! #Asics
Negative	I Told You Who the Army Works For. The Pipe Line Aint Even For a Company Thats In America. TPP Already Going Down Wit Our Military On CALL !
Neutral	#StopTPP#TPP Synopsis: 
Negative	Taylor Volk, North Park University student, fabricated anti-gay 'Trump' notes  
Neutral	This is TPP. 
Positive	KT McFarland chosen as Trump's Deputy Nat Security Advisor. Great pick! #MAGA #PJNET #tcot #ccot #TPP
Negative	Obama Downplays Trump Trade Agenda  
Neutral	@NOVAxRANGERx The ones that come to mind are ROV and TPP. Especially TPP, regardless of its quality.
Negative	@VOlDFUCKER like pre tpp or his death
Neutral	@paulkrugman HRC pushed for NAFTA,AND TPP 45 TIMES!Democrats GOT NAFTA passed and the deregulation of wall street,… 
Negative	"@Cato_of_Utica $15 min wage? ""Well actually..."" Tuition-free college? ""Well only for..."" TPP ""Well we have to consider..."" S T O P"
Neutral	#TrumpTrain Donald Trump #iPhone Case #TRUMPTRAIN #LOVE 4  #tpp #2a #optrump 
Negative	"@CynthiaCHeath @DefendingtheUSA is someone who supports tpp and open borders a ""bad globalist"" #neverromney"
Positive	@PaulBongiorno @smh There's upside in dumping the TPP. It would have reinforced the use of 'geoblocking' to price gouge audiovisual content.
Negative	@TheTraceTaylor Obama WARNED us that if the U.S. doesn't step in & help write TPP rules, China will! Who should we trust? Now TPP is a goner
Negative	Make no mistake: China is turning against Singapore given our government's outspoken stance on the TPP. Beijing... 
Positive	TPP Grants Banks Terrifying Secret Powers on YouTube 
Neutral	Help stop the #TPP in #Peru | About to vote on ratification of the disastrous (TPP) deal 
Negative	So many Cabinet billionaires, waiting 2 flipflop on #TPP. That boosts US power for 1% supposedly at expense of rest… 
Neutral	Bulking Up!  A Guide to Bulk Food Bargains and Storage  
Negative	Remy most def started the shit with truffle butter remix and all the way up remix ...... nicki just released TPP fr… 
Negative	@velartrill Opposes the TPP because it will lead to more dubs
Neutral	@realDonaldTrump my Japanese trumplove…tpp Do not Leave！！！
Negative	Since Trump became President: Media credibility - deadClinton dynasty - dead TPP - deadFidel Castro - dead#MAGA #TRUMP
Neutral	Dear President Trump I think you should mak Dr. Ben Carson assign to your cabinet as the US Surgeon  General instead of HUD.
Negative	Breaking: President Elect Trump Stuffs Cabinet Full of CFR War Hawks #ATS 
Negative	@SDC0914 @rejialex7 Look at Romney's TL.  Not one word about Trump's cabinet picks.  No congratulations, nothing.  He's a snake.
Negative	@goombapolice Trump DOES mean well. Unfortunately he's a fucking idiot and his cabinet is gonna be people that know he is
Neutral	Why is Trump Filling His Cabinet With Council on Foreign Relations War H... 
Negative	@zesty_liberal Fascist Trump chooses a fascistcabinet, it's natural!
Negative	With the levels of crazy, incompetence and incompatibility in Trump's cabinet, is there a chance the wheels will fall off immediately?
Neutral	The Kelly File Special Nov 25, 2016 The Trump Transition ; Panel on Trump Cabinet Controversy: 
Negative	@citizenpsych  I'm despising big media. 2nite's Chris Matthews way too jocular about Trump and creepy cabinet. Not a fighter in the bunch.
Neutral	I wonder if Trump is considering JEB! for a position in his cabinet: the Dept of Low Energy
Negative	Good. I used Ivy League lawyers for biz litigation. Never again. They suck. 
Neutral	Alfis Analisa >> Australian Dollar at Risk on US Data, Trump Cabinet Appointments 
Negative	Trump hit by media for choosing billionaires for Cabinet 
Neutral	Watching this cabinet take shape I'm wondering if I should just mail my tax dollars directly to the Cayman Islands to save Trump the trouble
Negative	"@ananavarro Mitt showed his ""true colors"" to PE Trump/now wants a Cabinet job!  What Mitt said caused his own crisis. Loose lips sink ships!"
Neutral	@HuffingtonPost @ariannahuff Read this headline...Romney and Ross both went to Harvard! And Ross went to Yale too. 
Negative	@Jaclyn73_ - Still would not consider him for ANY job in the Trump cabinet!!
Neutral	Controversy Swirls Over Net Worth Of Potential Trump Cabinet Members The Kelly File: 
Negative	@AP It was OK when Trump spewed his hateful rhetoric during his campaign & put a white supremacist in his cabinet. #ComingoftheFourthReich
Positive	I liked a @YouTube video 
Negative	TRUMP SEEMS TO B PICKING HILLARYS PICKS SO IN DECEMBER SHE CAN STEP IN WITH A PICKED CABINET HA?!
Neutral	DemocRATs say tell want to give Trump a chance? While they secretly plan sabotage? GOP Congress is expected to fight & approve Trump cabinet
Negative	In Emerald City, Trump is the wicked witch and his cabinet members are flying monkeys. #notpresidential
Negative	Trump's cabinet might make an example out of her come 2017, shit this could be bad
Negative	@RichardTuffin @trisholagreen @SatPaper Tho I wrote 2 PM this wk (1st time ever) 2 protest Trump rhetoric & tactics now used by him & his.
Neutral	.@PeterMonPhotog on #Periscope: Black lives matter protest continues 
Negative	@CNN - Are you sure that's not a Anti-Trump protest?
Negative	.@Hillaryclinton This would not happen if you won! Trump unfit! #TrumpProtest los angeles 
Negative	@mitchellvii first it was @georgesoros funded protest now that's dying so bring on @DrJillStein loser,I'm sick of it . Trump won move on.
Neutral	No More Trump Protest??
Negative	@JoyAnnReid @Mediaite you can't fix stupid, he probably then went to Starbucks and had them write Trump on his cup..U know, in protest
Negative	@FoxNews Now that's real smart. Shutting down their own neighborhood stores to protest Trump. Lol, what idiots
Negative	#legalize, #marijuananews Group plans to protest Sen. Jeff Sessions, Trump's AG pick, over anti-marijuana stance 
Negative	@blazelikemarley There is no reason for you to hate Trump, stupid whore. Trump will be the best president and your protest wont stop that.
Positive	I liked a @YouTube video from @pressresetearth 
Negative	@FoxNews @Veteran4Trump I dare you protest in front of a rolling thunder biker gang supporting TRUMP.
Neutral	#AuditTheVote #RecountColorado Elector Plans to Sue So He Can Unbind From Clinton to Protest #ElectoralCollege 
Negative	Second runner up: Protest Starbucks, buy a Starbucks and tell them your name is Trump. 
Negative	White House staffers stage a 'protest' against someone pooping in their oatmeal. Also strongly blame Trump for Hill… 
Positive	Voted for Trump because he tells it like it is; speaks his mind.*Millions protest because of things he said.*Folks, he didn't MEAN it!
Negative	@movieguypaul @Rosie YOU IDIOT...PROTEST TRUMP FOR BEING ELECTED BY THE PPL.. Y BC YOU POS YOU DINT LIKE HOW IT TURNED OUT....GOO GOOI
